CreationTime          LastWriteTime         FullName
8/13/2026 10:35:19 AM 8/19/2026 2:22:28 PM  C:\MGU\library\encyclopedia\biographies\racial-justice-history\antagonis...
8/13/2026 10:44:10 AM 8/19/2026 2:22:28 PM  C:\MGU\library\encyclopedia\biographies\racial-justice-history\antagonis...
8/13/2026 9:10:38 PM  8/19/2026 2:22:28 PM  C:\MGU\library\encyclopedia\biographies\racial-justice-history\allies\in...
8/13/2026 9:20:10 PM  8/13/2026 9:20:10 PM  C:\MGU\desk\temp\1.txt
8/13/2026 9:20:24 PM  8/13/2026 9:20:25 PM  C:\MGU\desk\temp\2.txt
8/13/2026 9:20:30 PM  8/13/2026 9:20:30 PM  C:\MGU\desk\temp\3.txt
8/13/2026 9:20:35 PM  8/13/2026 9:20:35 PM  C:\MGU\desk\temp\4.txt
8/13/2026 9:20:41 PM  8/13/2026 9:20:41 PM  C:\MGU\desk\temp\5.txt
8/13/2026 9:20:53 PM  8/13/2026 9:20:53 PM  C:\MGU\desk\temp\6.txt
8/13/2026 9:20:59 PM  8/13/2026 9:20:59 PM  C:\MGU\desk\temp\7.txt
8/13/2026 9:21:04 PM  8/13/2026 9:21:04 PM  C:\MGU\desk\temp\8.txt
8/13/2026 9:21:11 PM  8/13/2026 9:21:11 PM  C:\MGU\desk\temp\9.txt
8/13/2026 9:21:15 PM  8/13/2026 9:21:15 PM  C:\MGU\desk\temp\10.txt
8/13/2026 9:21:20 PM  8/13/2026 9:21:20 PM  C:\MGU\desk\temp\11.txt
8/13/2026 9:21:25 PM  8/13/2026 9:21:25 PM  C:\MGU\desk\temp\12.txt
8/13/2026 9:21:31 PM  8/13/2026 9:21:32 PM  C:\MGU\desk\temp\13.txt
8/13/2026 9:21:41 PM  8/13/2026 9:21:41 PM  C:\MGU\desk\temp\14.txt
8/13/2026 9:21:46 PM  8/13/2026 9:21:47 PM  C:\MGU\desk\temp\15.txt
8/13/2026 9:21:51 PM  8/13/2026 9:21:51 PM  C:\MGU\desk\temp\16.txt
8/13/2026 9:21:57 PM  8/13/2026 9:21:57 PM  C:\MGU\desk\temp\17.txt
8/13/2026 9:22:04 PM  8/13/2026 9:22:04 PM  C:\MGU\desk\temp\18.txt
8/13/2026 9:22:12 PM  8/13/2026 9:22:12 PM  C:\MGU\desk\temp\19.txt
8/13/2026 9:22:18 PM  8/13/2026 9:22:18 PM  C:\MGU\desk\temp\20.txt
8/13/2026 9:22:23 PM  8/13/2026 9:22:23 PM  C:\MGU\desk\temp\21.txt
8/13/2026 9:22:29 PM  8/13/2026 9:22:29 PM  C:\MGU\desk\temp\22.txt
8/13/2026 9:22:34 PM  8/13/2026 9:22:35 PM  C:\MGU\desk\temp\23.txt
8/13/2026 9:46:45 PM  8/13/2026 9:46:58 PM  C:\MGU\library\textbooks\07-foreign-language\french\volume-3-b1\chapter-...
8/14/2026 12:26:25 AM 8/14/2026 12:26:25 AM C:\MGU\desk\2-priority\dahomey amazons.txt
8/14/2026 12:26:35 AM 8/14/2026 12:26:35 AM C:\MGU\desk\2-priority\african kings begged european rulers to end the s...
8/14/2026 12:26:48 AM 8/14/2026 12:26:48 AM C:\MGU\desk\2-priority\james mink.txt
8/14/2026 9:34:36 PM  8/19/2026 2:15:54 PM  C:\MGU\library\encyclopedia\biographies\racial-justice-history\abolition...
8/14/2026 9:41:11 PM  8/19/2026 2:22:28 PM  C:\MGU\library\encyclopedia\biographies\racial-justice-history\advocates...
8/14/2026 9:46:18 PM  8/19/2026 2:22:28 PM  C:\MGU\library\encyclopedia\biographies\racial-justice-history\black-pan...
8/14/2026 9:47:22 PM  8/19/2026 2:22:28 PM  C:\MGU\library\encyclopedia\biographies\racial-justice-history\economic\...
8/14/2026 9:47:45 PM  8/19/2026 2:22:28 PM  C:\MGU\library\encyclopedia\biographies\racial-justice-history\education...
8/14/2026 9:48:10 PM  8/19/2026 2:22:28 PM  C:\MGU\library\encyclopedia\biographies\racial-justice-history\icons\ind...
8/14/2026 9:48:34 PM  8/19/2026 2:22:28 PM  C:\MGU\library\encyclopedia\biographies\racial-justice-history\militias\...
8/14/2026 9:49:08 PM  8/19/2026 2:22:28 PM  C:\MGU\library\encyclopedia\biographies\racial-justice-history\political...
8/14/2026 9:49:47 PM  8/19/2026 2:22:28 PM  C:\MGU\library\encyclopedia\biographies\racial-justice-history\rating\in...
8/14/2026 9:50:14 PM  8/19/2026 2:22:28 PM  C:\MGU\library\encyclopedia\biographies\racial-justice-history\religious...
8/14/2026 9:55:48 PM  8/19/2026 2:22:28 PM  C:\MGU\library\encyclopedia\biographies\racial-justice-history\civil-rig...
8/15/2026 1:18:27 PM  8/15/2026 1:18:27 PM  C:\MGU\desk\dict\entry json template.txt
8/15/2026 7:37:23 PM  8/15/2026 7:37:23 PM  C:\MGU\desk\industrialr revolution
8/15/2026 7:53:26 PM  8/15/2026 7:53:26 PM  C:\MGU\desk\american industrial revolution.txt
8/15/2026 7:53:48 PM  8/15/2026 7:53:48 PM  C:\MGU\desk\british industrial revolution.txt
8/16/2026 11:51:46 AM 8/16/2026 11:59:50 AM C:\MGU\library\dictionary\academic\index.html
8/16/2026 11:54:06 AM 8/16/2026 11:54:45 AM C:\MGU\library\dictionary\academic\dictionary-index.json
8/16/2026 11:54:06 AM 8/16/2026 11:55:12 AM C:\MGU\library\dictionary\academic\entry.js
8/16/2026 11:58:58 AM 8/16/2026 12:07:16 PM C:\MGU\library\dictionary\acronyms\index.html
8/16/2026 11:58:58 AM 8/16/2026 12:07:23 PM C:\MGU\library\dictionary\acronyms\entry.js
8/16/2026 11:58:58 AM 8/16/2026 12:07:36 PM C:\MGU\library\dictionary\acronyms\dictionary-index.json
8/16/2026 11:59:04 AM 8/16/2026 12:09:02 PM C:\MGU\library\dictionary\art\dictionary-index.json
8/16/2026 11:59:04 AM 8/16/2026 12:09:06 PM C:\MGU\library\dictionary\art\entry.js
8/16/2026 11:59:04 AM 8/16/2026 12:08:55 PM C:\MGU\library\dictionary\art\index.html
8/16/2026 11:59:08 AM 8/16/2026 12:09:21 PM C:\MGU\library\dictionary\business\index.html
8/16/2026 11:59:08 AM 8/16/2026 12:09:25 PM C:\MGU\library\dictionary\business\dictionary-index.json
8/16/2026 11:59:08 AM 8/16/2026 12:09:29 PM C:\MGU\library\dictionary\business\entry.js
8/16/2026 11:59:11 AM 8/16/2026 12:09:51 PM C:\MGU\library\dictionary\computer-science\dictionary-index.json
8/16/2026 11:59:11 AM 8/16/2026 12:09:58 PM C:\MGU\library\dictionary\computer-science\entry.js
8/16/2026 11:59:11 AM 8/16/2026 12:09:55 PM C:\MGU\library\dictionary\computer-science\index.html
8/16/2026 12:00:58 PM 8/16/2026 12:10:21 PM C:\MGU\library\dictionary\economics\dictionary-index.json
8/16/2026 12:00:58 PM 8/16/2026 12:10:24 PM C:\MGU\library\dictionary\economics\entry.js
8/16/2026 12:00:58 PM 8/16/2026 12:10:14 PM C:\MGU\library\dictionary\economics\index.html
8/16/2026 12:01:01 PM 8/16/2026 12:10:53 PM C:\MGU\library\dictionary\engineering\entry.js
8/16/2026 12:01:01 PM 8/16/2026 12:10:58 PM C:\MGU\library\dictionary\engineering\dictionary-index.json
8/16/2026 12:01:01 PM 8/16/2026 12:10:49 PM C:\MGU\library\dictionary\engineering\index.html
8/16/2026 12:01:03 PM 8/16/2026 12:11:27 PM C:\MGU\library\dictionary\english-arabic\dictionary-index.json
8/16/2026 12:01:03 PM 8/16/2026 12:11:23 PM C:\MGU\library\dictionary\english-arabic\index.html
8/16/2026 12:01:03 PM 8/16/2026 12:11:29 PM C:\MGU\library\dictionary\english-arabic\entry.js
8/16/2026 12:01:15 PM 8/16/2026 12:11:49 PM C:\MGU\library\dictionary\english-french\entry.js
8/16/2026 12:01:15 PM 8/16/2026 12:11:47 PM C:\MGU\library\dictionary\english-french\dictionary-index.json
8/16/2026 12:01:15 PM 8/16/2026 12:11:43 PM C:\MGU\library\dictionary\english-french\index.html
8/16/2026 12:01:18 PM 8/16/2026 12:12:14 PM C:\MGU\library\dictionary\english-german\dictionary-index.json
8/16/2026 12:01:18 PM 8/16/2026 12:12:16 PM C:\MGU\library\dictionary\english-german\entry.js
8/16/2026 12:01:18 PM 8/16/2026 12:12:10 PM C:\MGU\library\dictionary\english-german\index.html
8/16/2026 12:01:20 PM 8/16/2026 12:12:46 PM C:\MGU\library\dictionary\english-hausa\dictionary-index.json
8/16/2026 12:01:20 PM 8/16/2026 12:12:42 PM C:\MGU\library\dictionary\english-hausa\entry.js
8/16/2026 12:01:20 PM 8/16/2026 12:12:39 PM C:\MGU\library\dictionary\english-hausa\index.html
8/16/2026 12:01:23 PM 8/16/2026 12:13:22 PM C:\MGU\library\dictionary\english-hindi\dictionary-index.json
8/16/2026 12:01:23 PM 8/16/2026 12:13:20 PM C:\MGU\library\dictionary\english-hindi\entry.html
8/16/2026 12:01:23 PM 8/16/2026 12:13:12 PM C:\MGU\library\dictionary\english-hindi\entry.js
8/16/2026 12:01:23 PM 8/16/2026 12:13:10 PM C:\MGU\library\dictionary\english-hindi\index.html
8/16/2026 12:01:26 PM 8/16/2026 12:13:37 PM C:\MGU\library\dictionary\english-italian\dictionary-index.json
8/16/2026 12:01:26 PM 8/16/2026 12:13:39 PM C:\MGU\library\dictionary\english-italian\entry.js
8/16/2026 12:01:27 PM 8/16/2026 12:13:35 PM C:\MGU\library\dictionary\english-italian\index.html
8/16/2026 12:01:34 PM 8/16/2026 12:14:06 PM C:\MGU\library\dictionary\english-japanese\dictionary-index.json
8/16/2026 12:01:34 PM 8/16/2026 12:14:11 PM C:\MGU\library\dictionary\english-japanese\entry.js
8/16/2026 12:01:34 PM 8/16/2026 12:14:02 PM C:\MGU\library\dictionary\english-japanese\index.html
8/16/2026 12:01:38 PM 8/16/2026 12:14:34 PM C:\MGU\library\dictionary\english-korean\dictionary-index.json
8/16/2026 12:01:38 PM 8/16/2026 12:14:37 PM C:\MGU\library\dictionary\english-korean\entry.js
8/16/2026 12:01:38 PM 8/16/2026 12:14:31 PM C:\MGU\library\dictionary\english-korean\index.html
8/16/2026 12:01:41 PM 8/16/2026 12:17:58 PM C:\MGU\library\dictionary\english-mandarin\entry.js
8/16/2026 12:01:41 PM 8/16/2026 12:17:51 PM C:\MGU\library\dictionary\english-mandarin\dictionary-index.json
8/16/2026 12:01:41 PM 8/16/2026 12:17:55 PM C:\MGU\library\dictionary\english-mandarin\index.html
8/16/2026 12:01:55 PM 8/16/2026 12:17:02 PM C:\MGU\library\dictionary\english-portuguese\dictionary-index.json
8/16/2026 12:01:55 PM 8/16/2026 12:17:04 PM C:\MGU\library\dictionary\english-portuguese\entry.js
8/16/2026 12:01:55 PM 8/16/2026 12:16:58 PM C:\MGU\library\dictionary\english-portuguese\index.html
8/16/2026 12:01:58 PM 8/16/2026 12:18:47 PM C:\MGU\library\dictionary\english-russian\entry.js
8/16/2026 12:01:58 PM 8/16/2026 12:18:44 PM C:\MGU\library\dictionary\english-russian\dictionary-index.json
8/16/2026 12:01:58 PM 8/16/2026 12:18:38 PM C:\MGU\library\dictionary\english-russian\index.html
8/16/2026 12:02:01 PM 8/16/2026 12:19:06 PM C:\MGU\library\dictionary\english-spanish\dictionary-index.json
8/16/2026 12:02:01 PM 8/16/2026 12:19:07 PM C:\MGU\library\dictionary\english-spanish\entry.js
8/16/2026 12:02:01 PM 8/16/2026 12:19:02 PM C:\MGU\library\dictionary\english-spanish\index.html
8/16/2026 12:02:04 PM 8/16/2026 12:19:25 PM C:\MGU\library\dictionary\english-swahili\dictionary-index.json
8/16/2026 12:02:04 PM 8/16/2026 12:19:22 PM C:\MGU\library\dictionary\english-swahili\index.html
8/16/2026 12:02:04 PM 8/16/2026 12:19:26 PM C:\MGU\library\dictionary\english-swahili\entry.js
8/16/2026 12:02:07 PM 8/16/2026 12:19:55 PM C:\MGU\library\dictionary\english-yoruba\entry.js
8/16/2026 12:02:07 PM 8/16/2026 12:19:52 PM C:\MGU\library\dictionary\english-yoruba\index.html
8/16/2026 12:02:07 PM 8/16/2026 12:19:58 PM C:\MGU\library\dictionary\english-yoruba\dictionary-index.json
8/16/2026 12:02:13 PM 8/16/2026 12:20:22 PM C:\MGU\library\dictionary\english-zulu\dictionary-index.json
8/16/2026 12:02:13 PM 8/16/2026 12:20:17 PM C:\MGU\library\dictionary\english-zulu\index.html
8/16/2026 12:02:13 PM 8/16/2026 12:20:19 PM C:\MGU\library\dictionary\english-zulu\entry.js
8/16/2026 12:02:19 PM 8/16/2026 12:20:45 PM C:\MGU\library\dictionary\geography\dictionary-index.json
8/16/2026 12:02:19 PM 8/16/2026 12:20:47 PM C:\MGU\library\dictionary\geography\entry.js
8/16/2026 12:02:19 PM 8/16/2026 12:20:40 PM C:\MGU\library\dictionary\geography\index.html
8/16/2026 12:02:21 PM 8/16/2026 12:21:05 PM C:\MGU\library\dictionary\history\dictionary-index.json
8/16/2026 12:02:21 PM 8/16/2026 12:21:07 PM C:\MGU\library\dictionary\history\entry.js
8/16/2026 12:02:21 PM 8/16/2026 12:21:01 PM C:\MGU\library\dictionary\history\index.html
8/16/2026 12:02:24 PM 8/16/2026 12:21:28 PM C:\MGU\library\dictionary\internet\dictionary-index.json
8/16/2026 12:02:24 PM 8/16/2026 12:21:25 PM C:\MGU\library\dictionary\internet\entry.js
8/16/2026 12:02:24 PM 8/16/2026 12:21:19 PM C:\MGU\library\dictionary\internet\index.html
8/16/2026 12:02:27 PM 8/16/2026 12:21:49 PM C:\MGU\library\dictionary\law\dictionary-index.json
8/16/2026 12:02:27 PM 8/16/2026 12:21:44 PM C:\MGU\library\dictionary\law\index.html
8/16/2026 12:02:27 PM 8/16/2026 12:21:47 PM C:\MGU\library\dictionary\law\entry.js
8/16/2026 12:02:30 PM 8/16/2026 12:22:12 PM C:\MGU\library\dictionary\linguistics\dictionary-index.json
8/16/2026 12:02:30 PM 8/16/2026 12:22:08 PM C:\MGU\library\dictionary\linguistics\entry.js
8/16/2026 12:02:30 PM 8/16/2026 12:22:06 PM C:\MGU\library\dictionary\linguistics\index.html
8/16/2026 12:02:32 PM 8/16/2026 12:22:36 PM C:\MGU\library\dictionary\literature\entry.js
8/16/2026 12:02:32 PM 8/16/2026 12:22:31 PM C:\MGU\library\dictionary\literature\index.html
8/16/2026 12:02:32 PM 8/16/2026 12:22:34 PM C:\MGU\library\dictionary\literature\dictionary-index.json
8/16/2026 12:02:36 PM 8/16/2026 12:23:05 PM C:\MGU\library\dictionary\mathematics\dictionary-index.json
8/16/2026 12:02:36 PM 8/16/2026 12:23:03 PM C:\MGU\library\dictionary\mathematics\entry.js
8/16/2026 12:02:36 PM 8/16/2026 12:23:01 PM C:\MGU\library\dictionary\mathematics\index.html
8/16/2026 12:02:39 PM 8/16/2026 12:23:31 PM C:\MGU\library\dictionary\medical\entry.js
8/16/2026 12:02:39 PM 8/16/2026 12:23:34 PM C:\MGU\library\dictionary\medical\dictionary-index.json
8/16/2026 12:02:39 PM 8/16/2026 12:23:29 PM C:\MGU\library\dictionary\medical\index.html
8/16/2026 12:02:41 PM 8/16/2026 12:23:54 PM C:\MGU\library\dictionary\military\dictionary-index.json
8/16/2026 12:02:41 PM 8/16/2026 12:23:50 PM C:\MGU\library\dictionary\military\index.html
8/16/2026 12:02:41 PM 8/16/2026 12:23:51 PM C:\MGU\library\dictionary\military\entry.js
8/16/2026 12:02:44 PM 8/16/2026 12:24:09 PM C:\MGU\library\dictionary\music\index.html
8/16/2026 12:02:44 PM 8/16/2026 12:24:11 PM C:\MGU\library\dictionary\music\dictionary-index.json
8/16/2026 12:02:44 PM 8/16/2026 12:24:12 PM C:\MGU\library\dictionary\music\entry.js
8/16/2026 12:02:46 PM 8/16/2026 12:24:30 PM C:\MGU\library\dictionary\philosophy\dictionary-index.json
8/16/2026 12:02:46 PM 8/16/2026 12:24:28 PM C:\MGU\library\dictionary\philosophy\index.html
8/16/2026 12:02:46 PM 8/16/2026 12:24:34 PM C:\MGU\library\dictionary\philosophy\entry.js
8/16/2026 12:02:48 PM 8/16/2026 12:24:57 PM C:\MGU\library\dictionary\political-science\dictionary-index.json
8/16/2026 12:02:48 PM 8/16/2026 12:24:59 PM C:\MGU\library\dictionary\political-science\entry.js
8/16/2026 12:02:48 PM 8/16/2026 12:24:52 PM C:\MGU\library\dictionary\political-science\index.html
8/16/2026 12:02:51 PM 8/16/2026 12:25:15 PM C:\MGU\library\dictionary\psychology\dictionary-index.json
8/16/2026 12:02:51 PM 8/16/2026 12:25:17 PM C:\MGU\library\dictionary\psychology\entry.js
8/16/2026 12:02:51 PM 8/16/2026 12:25:12 PM C:\MGU\library\dictionary\psychology\index.html
8/16/2026 12:02:53 PM 8/16/2026 12:25:41 PM C:\MGU\library\dictionary\religious\entry.js
8/16/2026 12:02:53 PM 8/16/2026 12:25:40 PM C:\MGU\library\dictionary\religious\dictionary-index.json
8/16/2026 12:02:53 PM 8/16/2026 12:25:37 PM C:\MGU\library\dictionary\religious\index.html
8/16/2026 12:03:00 PM 8/16/2026 12:26:08 PM C:\MGU\library\dictionary\science\dictionary-index.json
8/16/2026 12:03:00 PM 8/16/2026 12:26:05 PM C:\MGU\library\dictionary\science\index.html
8/16/2026 12:03:00 PM 8/16/2026 12:26:09 PM C:\MGU\library\dictionary\science\entry.js
8/16/2026 12:03:03 PM 8/16/2026 12:26:53 PM C:\MGU\library\dictionary\sports\dictionary-index.json
8/16/2026 12:03:03 PM 8/16/2026 12:26:51 PM C:\MGU\library\dictionary\sports\index.html
8/16/2026 12:03:03 PM 8/16/2026 12:26:57 PM C:\MGU\library\dictionary\sports\entry.js
8/16/2026 12:14:56 PM 8/16/2026 12:15:45 PM C:\MGU\library\dictionary\english-latin\index.html
8/16/2026 12:14:56 PM 8/16/2026 12:15:47 PM C:\MGU\library\dictionary\english-latin\dictionary-index.json
8/16/2026 12:14:56 PM 8/16/2026 12:15:49 PM C:\MGU\library\dictionary\english-latin\entry.html
8/16/2026 12:14:56 PM 8/16/2026 12:15:51 PM C:\MGU\library\dictionary\english-latin\entry.js
8/16/2026 1:22:51 PM  8/16/2026 1:21:46 PM  C:\MGU\library\dictionary\academic\shards\a.json
8/16/2026 1:22:51 PM  8/16/2026 1:21:46 PM  C:\MGU\library\dictionary\academic\shards\b.json
8/16/2026 1:22:51 PM  8/16/2026 1:21:46 PM  C:\MGU\library\dictionary\academic\shards\c.json
8/16/2026 1:22:51 PM  8/16/2026 1:21:46 PM  C:\MGU\library\dictionary\academic\shards\z.json
8/16/2026 1:23:39 PM  8/16/2026 1:23:40 PM  C:\MGU\library\dictionary\academic\shards\d.json
8/16/2026 1:23:43 PM  8/16/2026 1:23:44 PM  C:\MGU\library\dictionary\academic\shards\e.json
8/16/2026 1:23:48 PM  8/16/2026 1:23:48 PM  C:\MGU\library\dictionary\academic\shards\f.json
8/16/2026 1:23:50 PM  8/16/2026 1:23:50 PM  C:\MGU\library\dictionary\academic\shards\g.json
8/16/2026 1:23:54 PM  8/16/2026 1:23:55 PM  C:\MGU\library\dictionary\academic\shards\h.json
8/16/2026 1:23:57 PM  8/16/2026 1:23:58 PM  C:\MGU\library\dictionary\academic\shards\i.json
8/16/2026 1:23:59 PM  8/16/2026 1:23:59 PM  C:\MGU\library\dictionary\academic\shards\j.json
8/16/2026 1:24:01 PM  8/16/2026 1:24:01 PM  C:\MGU\library\dictionary\academic\shards\k.json
8/16/2026 1:24:04 PM  8/16/2026 1:24:04 PM  C:\MGU\library\dictionary\academic\shards\l.json
8/16/2026 1:24:06 PM  8/16/2026 1:24:06 PM  C:\MGU\library\dictionary\academic\shards\m.json
8/16/2026 1:24:08 PM  8/16/2026 1:24:08 PM  C:\MGU\library\dictionary\academic\shards\n.json
8/16/2026 1:24:11 PM  8/16/2026 1:24:11 PM  C:\MGU\library\dictionary\academic\shards\o.json
8/16/2026 1:24:14 PM  8/16/2026 1:24:14 PM  C:\MGU\library\dictionary\academic\shards\p.json
8/16/2026 1:24:18 PM  8/16/2026 1:24:18 PM  C:\MGU\library\dictionary\academic\shards\q.json
8/16/2026 1:24:21 PM  8/16/2026 1:24:21 PM  C:\MGU\library\dictionary\academic\shards\r.json
8/16/2026 1:24:23 PM  8/16/2026 1:24:24 PM  C:\MGU\library\dictionary\academic\shards\s.json
8/16/2026 1:24:26 PM  8/16/2026 1:24:26 PM  C:\MGU\library\dictionary\academic\shards\t.json
8/16/2026 1:24:28 PM  8/16/2026 1:24:28 PM  C:\MGU\library\dictionary\academic\shards\u.json
8/16/2026 1:24:29 PM  8/16/2026 1:24:30 PM  C:\MGU\library\dictionary\academic\shards\v.json
8/16/2026 1:24:31 PM  8/16/2026 1:24:31 PM  C:\MGU\library\dictionary\academic\shards\w.json
8/16/2026 1:24:33 PM  8/16/2026 1:24:33 PM  C:\MGU\library\dictionary\academic\shards\x.json
8/16/2026 1:24:36 PM  8/16/2026 1:24:36 PM  C:\MGU\library\dictionary\academic\shards\y.json
8/16/2026 1:24:53 PM  8/16/2026 1:23:48 PM  C:\MGU\library\dictionary\acronyms\shards\f.json
8/16/2026 1:24:53 PM  8/16/2026 1:23:44 PM  C:\MGU\library\dictionary\acronyms\shards\e.json
8/16/2026 1:24:53 PM  8/16/2026 1:23:55 PM  C:\MGU\library\dictionary\acronyms\shards\h.json
8/16/2026 1:24:53 PM  8/16/2026 1:23:59 PM  C:\MGU\library\dictionary\acronyms\shards\j.json
8/16/2026 1:24:53 PM  8/16/2026 1:23:58 PM  C:\MGU\library\dictionary\acronyms\shards\i.json
8/16/2026 1:24:53 PM  8/16/2026 1:21:46 PM  C:\MGU\library\dictionary\acronyms\shards\b.json
8/16/2026 1:24:53 PM  8/16/2026 1:21:46 PM  C:\MGU\library\dictionary\acronyms\shards\a.json
8/16/2026 1:24:53 PM  8/16/2026 1:23:50 PM  C:\MGU\library\dictionary\acronyms\shards\g.json
8/16/2026 1:24:53 PM  8/16/2026 1:23:40 PM  C:\MGU\library\dictionary\acronyms\shards\d.json
8/16/2026 1:24:53 PM  8/16/2026 1:21:46 PM  C:\MGU\library\dictionary\acronyms\shards\c.json
8/16/2026 1:24:53 PM  8/16/2026 1:24:01 PM  C:\MGU\library\dictionary\acronyms\shards\k.json
8/16/2026 1:24:53 PM  8/16/2026 1:24:06 PM  C:\MGU\library\dictionary\acronyms\shards\m.json
8/16/2026 1:24:53 PM  8/16/2026 1:24:26 PM  C:\MGU\library\dictionary\acronyms\shards\t.json
8/16/2026 1:24:53 PM  8/16/2026 1:24:24 PM  C:\MGU\library\dictionary\acronyms\shards\s.json
8/16/2026 1:24:53 PM  8/16/2026 1:24:21 PM  C:\MGU\library\dictionary\acronyms\shards\r.json
8/16/2026 1:24:53 PM  8/16/2026 1:24:31 PM  C:\MGU\library\dictionary\acronyms\shards\w.json
8/16/2026 1:24:53 PM  8/16/2026 1:24:30 PM  C:\MGU\library\dictionary\acronyms\shards\v.json
8/16/2026 1:24:53 PM  8/16/2026 1:24:28 PM  C:\MGU\library\dictionary\acronyms\shards\u.json
8/16/2026 1:24:53 PM  8/16/2026 1:24:08 PM  C:\MGU\library\dictionary\acronyms\shards\n.json
8/16/2026 1:24:53 PM  8/16/2026 1:24:04 PM  C:\MGU\library\dictionary\acronyms\shards\l.json
8/16/2026 1:24:53 PM  8/16/2026 1:24:11 PM  C:\MGU\library\dictionary\acronyms\shards\o.json
8/16/2026 1:24:53 PM  8/16/2026 1:24:18 PM  C:\MGU\library\dictionary\acronyms\shards\q.json
8/16/2026 1:24:53 PM  8/16/2026 1:24:14 PM  C:\MGU\library\dictionary\acronyms\shards\p.json
8/16/2026 1:24:53 PM  8/16/2026 1:24:33 PM  C:\MGU\library\dictionary\acronyms\shards\x.json
8/16/2026 1:24:53 PM  8/16/2026 1:24:36 PM  C:\MGU\library\dictionary\acronyms\shards\y.json
8/16/2026 1:24:53 PM  8/16/2026 1:21:46 PM  C:\MGU\library\dictionary\acronyms\shards\z.json
8/16/2026 1:24:57 PM  8/16/2026 1:21:46 PM  C:\MGU\library\dictionary\art\shards\a.json
8/16/2026 1:24:57 PM  8/16/2026 1:21:46 PM  C:\MGU\library\dictionary\art\shards\b.json
8/16/2026 1:24:57 PM  8/16/2026 1:21:46 PM  C:\MGU\library\dictionary\art\shards\c.json
8/16/2026 1:24:57 PM  8/16/2026 1:23:40 PM  C:\MGU\library\dictionary\art\shards\d.json
8/16/2026 1:24:57 PM  8/16/2026 1:24:01 PM  C:\MGU\library\dictionary\art\shards\k.json
8/16/2026 1:24:57 PM  8/16/2026 1:23:58 PM  C:\MGU\library\dictionary\art\shards\i.json
8/16/2026 1:24:57 PM  8/16/2026 1:23:55 PM  C:\MGU\library\dictionary\art\shards\h.json
8/16/2026 1:24:57 PM  8/16/2026 1:24:04 PM  C:\MGU\library\dictionary\art\shards\l.json
8/16/2026 1:24:57 PM  8/16/2026 1:23:48 PM  C:\MGU\library\dictionary\art\shards\f.json
8/16/2026 1:24:57 PM  8/16/2026 1:23:50 PM  C:\MGU\library\dictionary\art\shards\g.json
8/16/2026 1:24:57 PM  8/16/2026 1:23:44 PM  C:\MGU\library\dictionary\art\shards\e.json
8/16/2026 1:24:57 PM  8/16/2026 1:23:59 PM  C:\MGU\library\dictionary\art\shards\j.json
8/16/2026 1:24:57 PM  8/16/2026 1:24:11 PM  C:\MGU\library\dictionary\art\shards\o.json
8/16/2026 1:24:57 PM  8/16/2026 1:24:14 PM  C:\MGU\library\dictionary\art\shards\p.json
8/16/2026 1:24:57 PM  8/16/2026 1:24:26 PM  C:\MGU\library\dictionary\art\shards\t.json
8/16/2026 1:24:57 PM  8/16/2026 1:24:06 PM  C:\MGU\library\dictionary\art\shards\m.json
8/16/2026 1:24:57 PM  8/16/2026 1:24:28 PM  C:\MGU\library\dictionary\art\shards\u.json
8/16/2026 1:24:57 PM  8/16/2026 1:24:08 PM  C:\MGU\library\dictionary\art\shards\n.json
8/16/2026 1:24:57 PM  8/16/2026 1:24:24 PM  C:\MGU\library\dictionary\art\shards\s.json
8/16/2026 1:24:57 PM  8/16/2026 1:24:31 PM  C:\MGU\library\dictionary\art\shards\w.json
8/16/2026 1:24:57 PM  8/16/2026 1:24:18 PM  C:\MGU\library\dictionary\art\shards\q.json
8/16/2026 1:24:57 PM  8/16/2026 1:24:21 PM  C:\MGU\library\dictionary\art\shards\r.json
8/16/2026 1:24:57 PM  8/16/2026 1:24:30 PM  C:\MGU\library\dictionary\art\shards\v.json
8/16/2026 1:24:57 PM  8/16/2026 1:24:33 PM  C:\MGU\library\dictionary\art\shards\x.json
8/16/2026 1:24:57 PM  8/16/2026 1:21:46 PM  C:\MGU\library\dictionary\art\shards\z.json
8/16/2026 1:24:57 PM  8/16/2026 1:24:36 PM  C:\MGU\library\dictionary\art\shards\y.json
8/16/2026 1:25:01 PM  8/16/2026 1:23:48 PM  C:\MGU\library\dictionary\business\shards\f.json
8/16/2026 1:25:01 PM  8/16/2026 1:23:44 PM  C:\MGU\library\dictionary\business\shards\e.json
8/16/2026 1:25:01 PM  8/16/2026 1:23:50 PM  C:\MGU\library\dictionary\business\shards\g.json
8/16/2026 1:25:01 PM  8/16/2026 1:23:59 PM  C:\MGU\library\dictionary\business\shards\j.json
8/16/2026 1:25:01 PM  8/16/2026 1:23:55 PM  C:\MGU\library\dictionary\business\shards\h.json
8/16/2026 1:25:01 PM  8/16/2026 1:21:46 PM  C:\MGU\library\dictionary\business\shards\a.json
8/16/2026 1:25:01 PM  8/16/2026 1:23:58 PM  C:\MGU\library\dictionary\business\shards\i.json
8/16/2026 1:25:01 PM  8/16/2026 1:21:46 PM  C:\MGU\library\dictionary\business\shards\b.json
8/16/2026 1:25:01 PM  8/16/2026 1:23:40 PM  C:\MGU\library\dictionary\business\shards\d.json
